Time,Site 1,Site 2,Site 3,Site 4
2024-07-27T10:00:00Z,527,143,753,1110
2024-07-27T11:00:00Z,730,131,1057,1654
2024-07-27T12:00:00Z,619,124,684,1490
2024-07-27T13:00:00Z,484,146,549,1216
2024-07-27T14:00:00Z,454,168,618,1085
2024-07-27T15:00:00Z,444,141,548,1301
2024-07-27T16:00:00Z,482,144,488,1514
2024-07-27T17:00:00Z,377,140,386,1157
2024-07-27T18:00:00Z,335,145,307,1248
2024-07-27T19:00:00Z,330,160,243,1435
2024-07-27T20:00:00Z,239,126,150,1248
2024-07-27T21:00:00Z,129,64,120,1129
2024-07-27T22:00:00Z,94,23,50,1000
2024-07-27T23:00:00Z,57,29,21,627
2024-07-28T00:00:00Z,25,13,10,272
2024-07-28T01:00:00Z,0,16,7,177
2024-07-28T02:00:00Z,0,0,0,103
2024-07-28T03:00:00Z,0,0,0,60
2024-07-28T04:00:00Z,0,0,7,17
2024-07-28T05:00:00Z,0,3,23,29
2024-07-28T06:00:00Z,0,10,100,105
2024-07-28T07:00:00Z,0,34,263,205
2024-07-28T08:00:00Z,0,61,451,480
2024-07-28T09:00:00Z,0,102,674,830
2024-07-28T10:00:00Z,0,162,968,1257
2024-07-28T11:00:00Z,0,136,979,1646
2024-07-28T12:00:00Z,0,124,742,1541
2024-07-28T13:00:00Z,0,119,652,1309
2024-07-28T14:00:00Z,0,176,648,1302
2024-07-28T15:00:00Z,0,155,588,1208
2024-07-28T16:00:00Z,0,92,531,1146
2024-07-28T17:00:00Z,0,141,478,1216
2024-07-28T18:00:00Z,0,147,432,1289
2024-07-28T19:00:00Z,0,128,420,1426
2024-07-28T20:00:00Z,0,133,296,1495
2024-07-28T21:00:00Z,0,56,78,1108
2024-07-28T22:00:00Z,0,16,26,682
2024-07-28T23:00:00Z,0,7,29,387
2024-07-29T00:00:00Z,21,0,6,155
2024-07-29T01:00:00Z,1,1,0,90
2024-07-29T02:00:00Z,1,1,6,26
2024-07-29T03:00:00Z,0,0,0,26
2024-07-29T04:00:00Z,5,0,9,10
2024-07-29T05:00:00Z,20,2,22,25
2024-07-29T06:00:00Z,76,26,117,131
2024-07-29T07:00:00Z,126,66,189,200
2024-07-29T08:00:00Z,207,49,268,235
2024-07-29T09:00:00Z,246,55,314,392
2024-07-29T10:00:00Z,368,74,364,711
2024-07-29T11:00:00Z,411,86,360,938
2024-07-29T12:00:00Z,450,104,338,825
2024-07-29T13:00:00Z,321,85,266,663
2024-07-29T14:00:00Z,263,84,295,793
2024-07-29T15:00:00Z,257,83,239,745
2024-07-29T16:00:00Z,279,76,276,553
2024-07-29T17:00:00Z,277,100,320,756
2024-07-29T18:00:00Z,432,113,428,799
2024-07-29T19:00:00Z,322,125,361,971
2024-07-29T20:00:00Z,243,117,280,1016
2024-07-29T21:00:00Z,136,46,120,782
2024-07-29T22:00:00Z,59,8,44,547
2024-07-29T23:00:00Z,17,6,20,344
2024-07-30T00:00:00Z,21,3,6,211
2024-07-30T01:00:00Z,1,2,6,78
2024-07-30T02:00:00Z,0,0,0,21
2024-07-30T03:00:00Z,0,1,0,1
2024-07-30T04:00:00Z,0,0,7,14
2024-07-30T05:00:00Z,36,9,34,35
2024-07-30T06:00:00Z,90,32,212,168
2024-07-30T07:00:00Z,178,54,279,276
2024-07-30T08:00:00Z,172,66,342,286
2024-07-30T09:00:00Z,251,70,346,475
2024-07-30T10:00:00Z,343,98,396,691
2024-07-30T11:00:00Z,382,109,455,1133
2024-07-30T12:00:00Z,462,97,352,883
2024-07-30T13:00:00Z,372,74,272,718
2024-07-30T14:00:00Z,287,92,213,684
2024-07-30T15:00:00Z,350,113,252,664
2024-07-30T16:00:00Z,293,101,281,589
2024-07-30T17:00:00Z,363,138,358,610
2024-07-30T18:00:00Z,364,169,401,754
2024-07-30T19:00:00Z,366,122,357,980
2024-07-30T20:00:00Z,255,100,274,1076
2024-07-30T21:00:00Z,174,36,110,742
2024-07-30T22:00:00Z,65,15,50,441
2024-07-30T23:00:00Z,29,18,9,318
2024-07-31T00:00:00Z,4,2,9,96
2024-07-31T01:00:00Z,1,2,0,30
2024-07-31T02:00:00Z,8,0,0,22
2024-07-31T03:00:00Z,0,0,1,30
2024-07-31T04:00:00Z,0,0,0,6
2024-07-31T05:00:00Z,1,0,11,15
2024-07-31T06:00:00Z,43,6,83,53
2024-07-31T07:00:00Z,124,31,182,170
2024-07-31T08:00:00Z,138,43,217,179
2024-07-31T09:00:00Z,124,52,201,299
2024-07-31T10:00:00Z,227,66,269,451
2024-07-31T11:00:00Z,202,60,222,601
2024-07-31T12:00:00Z,275,83,250,610
2024-07-31T13:00:00Z,152,36,162,399
2024-07-31T14:00:00Z,94,17,74,244
2024-07-31T15:00:00Z,65,21,73,208
2024-07-31T16:00:00Z,146,23,135,406
2024-07-31T17:00:00Z,98,47,208,343
2024-07-31T18:00:00Z,149,25,273,442
2024-07-31T19:00:00Z,221,44,276,561
2024-07-31T20:00:00Z,178,44,179,537
2024-07-31T21:00:00Z,65,17,47,409
2024-07-31T22:00:00Z,25,14,20,350
2024-07-31T23:00:00Z,28,5,11,248
2024-08-01T00:00:00Z,5,1,7,143
2024-08-01T01:00:00Z,3,0,0,53
2024-08-01T02:00:00Z,3,0,1,16
2024-08-01T03:00:00Z,5,0,3,8
2024-08-01T04:00:00Z,1,0,0,19
2024-08-01T05:00:00Z,17,13,40,40
2024-08-01T06:00:00Z,74,22,153,141
2024-08-01T07:00:00Z,154,41,245,233
2024-08-01T08:00:00Z,150,58,272,253
2024-08-01T09:00:00Z,251,93,344,479
2024-08-01T10:00:00Z,422,93,361,1109
2024-08-01T11:00:00Z,540,102,468,1197
2024-08-01T12:00:00Z,473,78,405,1156
2024-08-01T13:00:00Z,371,44,270,782
2024-08-01T14:00:00Z,313,77,269,871
2024-08-01T15:00:00Z,340,82,257,770
2024-08-01T16:00:00Z,359,90,230,713
2024-08-01T17:00:00Z,342,87,244,663
2024-08-01T18:00:00Z,269,62,325,728
2024-08-01T19:00:00Z,217,92,236,714
2024-08-01T20:00:00Z,170,48,209,740
2024-08-01T21:00:00Z,102,24,76,876
2024-08-01T22:00:00Z,49,11,46,754
2024-08-01T23:00:00Z,47,2,23,337
2024-08-02T00:00:00Z,8,10,3,168
2024-08-02T01:00:00Z,0,0,3,92
2024-08-02T02:00:00Z,3,0,0,28
2024-08-02T03:00:00Z,0,0,0,11
2024-08-02T04:00:00Z,1,2,1,13
2024-08-02T05:00:00Z,19,8,19,23
2024-08-02T06:00:00Z,88,18,165,135
2024-08-02T07:00:00Z,133,30,222,214
2024-08-02T08:00:00Z,153,70,292,295
2024-08-02T09:00:00Z,270,74,302,447
2024-08-02T10:00:00Z,382,85,358,811
2024-08-02T11:00:00Z,447,64,356,728
2024-08-02T12:00:00Z,454,79,311,649
2024-08-02T13:00:00Z,310,62,240,653
2024-08-02T14:00:00Z,295,83,226,730
2024-08-02T15:00:00Z,270,72,199,521
2024-08-02T16:00:00Z,205,52,190,560
2024-08-02T17:00:00Z,230,83,207,608
2024-08-02T18:00:00Z,253,87,233,738
2024-08-02T19:00:00Z,285,110,219,992
2024-08-02T20:00:00Z,257,80,216,1081
2024-08-02T21:00:00Z,125,46,104,863
2024-08-02T22:00:00Z,45,14,56,640
2024-08-02T23:00:00Z,28,10,43,384
2024-08-03T00:00:00Z,8,6,13,216
2024-08-03T01:00:00Z,3,9,13,122
2024-08-03T02:00:00Z,5,0,13,83
2024-08-03T03:00:00Z,0,0,3,13
2024-08-03T04:00:00Z,5,0,13,24
2024-08-03T05:00:00Z,16,6,17,55
2024-08-03T06:00:00Z,47,15,70,107
2024-08-03T07:00:00Z,105,31,212,196
2024-08-03T08:00:00Z,200,79,391,411
2024-08-03T09:00:00Z,356,130,547,657
2024-08-03T10:00:00Z,472,156,576,962
2024-08-03T11:00:00Z,516,132,633,1355
2024-08-03T12:00:00Z,460,86,387,1173
2024-08-03T13:00:00Z,364,89,312,1018
2024-08-03T14:00:00Z,359,83,325,1046
2024-08-03T15:00:00Z,254,69,232,961
2024-08-03T16:00:00Z,286,93,258,935
2024-08-03T17:00:00Z,298,101,239,952
2024-08-03T18:00:00Z,325,102,232,976
2024-08-03T19:00:00Z,314,91,229,1363
2024-08-03T20:00:00Z,279,77,161,1669
2024-08-03T21:00:00Z,98,67,80,1229
2024-08-03T22:00:00Z,64,33,16,927
2024-08-03T23:00:00Z,63,13,33,551
2024-08-04T00:00:00Z,20,2,10,390
2024-08-04T01:00:00Z,13,1,4,179
2024-08-04T02:00:00Z,4,2,6,74
2024-08-04T03:00:00Z,0,0,7,30
2024-08-04T04:00:00Z,0,0,1,19
2024-08-04T05:00:00Z,25,6,17,72
2024-08-04T06:00:00Z,39,20,76,127
2024-08-04T07:00:00Z,120,58,255,230
2024-08-04T08:00:00Z,222,63,421,495
2024-08-04T09:00:00Z,368,100,591,786
2024-08-04T10:00:00Z,467,124,658,1066
2024-08-04T11:00:00Z,588,154,692,1547
2024-08-04T12:00:00Z,468,146,527,1441
2024-08-04T13:00:00Z,420,121,381,1069
2024-08-04T14:00:00Z,367,126,382,1184
2024-08-04T15:00:00Z,387,124,402,1324
2024-08-04T16:00:00Z,291,78,326,1292
2024-08-04T17:00:00Z,278,86,206,1064
2024-08-04T18:00:00Z,255,72,220,1205
2024-08-04T19:00:00Z,192,76,192,1189
2024-08-04T20:00:00Z,129,56,137,987
2024-08-04T21:00:00Z,86,28,74,916
2024-08-04T22:00:00Z,35,13,20,601
2024-08-04T23:00:00Z,45,5,21,396
2024-08-05T00:00:00Z,13,1,23,241
2024-08-05T01:00:00Z,1,1,14,99
2024-08-05T02:00:00Z,0,1,1,43
2024-08-05T03:00:00Z,0,1,0,14
2024-08-05T04:00:00Z,3,0,1,6
2024-08-05T05:00:00Z,8,2,24,20
2024-08-05T06:00:00Z,66,18,94,105
2024-08-05T07:00:00Z,124,34,193,211
2024-08-05T08:00:00Z,165,74,291,311
2024-08-05T09:00:00Z,222,75,317,441
2024-08-05T10:00:00Z,338,85,338,866
2024-08-05T11:00:00Z,432,104,352,997
2024-08-05T12:00:00Z,484,98,339,1063
2024-08-05T13:00:00Z,450,124,269,885
2024-08-05T14:00:00Z,223,78,149,390
2024-08-05T15:00:00Z,73,46,97,283
2024-08-05T16:00:00Z,74,17,106,160
2024-08-05T17:00:00Z,90,24,117,743
2024-08-05T18:00:00Z,53,16,156,201
2024-08-05T19:00:00Z,94,11,162,207
2024-08-05T20:00:00Z,36,5,83,248
2024-08-05T21:00:00Z,63,6,41,333
2024-08-05T22:00:00Z,23,2,10,301
2024-08-05T23:00:00Z,11,3,9,185
2024-08-06T00:00:00Z,9,0,4,41
2024-08-06T01:00:00Z,7,0,0,16
2024-08-06T02:00:00Z,5,0,3,11
2024-08-06T03:00:00Z,4,0,0,16
2024-08-06T04:00:00Z,3,2,3,3
2024-08-06T05:00:00Z,19,3,26,38
2024-08-06T06:00:00Z,73,20,160,145
2024-08-06T07:00:00Z,152,38,278,200
2024-08-06T08:00:00Z,174,84,311,264
2024-08-06T09:00:00Z,265,87,265,376
2024-08-06T10:00:00Z,509,120,417,1006
2024-08-06T11:00:00Z,604,136,538,1464
2024-08-06T12:00:00Z,713,146,649,1472
2024-08-06T13:00:00Z,612,116,491,1360
2024-08-06T14:00:00Z,469,133,460,1235
2024-08-06T15:00:00Z,444,175,492,1334
2024-08-06T16:00:00Z,602,175,466,1243
2024-08-06T17:00:00Z,509,133,617,1282
2024-08-06T18:00:00Z,497,176,751,1340
2024-08-06T19:00:00Z,439,92,659,1224
2024-08-06T20:00:00Z,348,94,322,1167
2024-08-06T21:00:00Z,154,52,152,955
2024-08-06T22:00:00Z,48,24,21,635
2024-08-06T23:00:00Z,21,2,6,246
2024-08-07T00:00:00Z,13,1,7,120
2024-08-07T01:00:00Z,0,0,6,32
2024-08-07T02:00:00Z,0,0,1,22
2024-08-07T03:00:00Z,0,0,0,27
2024-08-07T04:00:00Z,1,0,0,1
2024-08-07T05:00:00Z,23,8,35,44
2024-08-07T06:00:00Z,88,36,165,189
2024-08-07T07:00:00Z,162,66,275,298
2024-08-07T08:00:00Z,180,62,313,262
2024-08-07T09:00:00Z,323,71,328,482
2024-08-07T10:00:00Z,551,89,476,1061
2024-08-07T11:00:00Z,661,161,659,1178
2024-08-07T12:00:00Z,746,124,601,1162
2024-08-07T13:00:00Z,709,107,491,1045
2024-08-07T14:00:00Z,512,140,462,967
2024-08-07T15:00:00Z,517,135,432,872
2024-08-07T16:00:00Z,479,154,412,977
2024-08-07T17:00:00Z,524,166,465,883
2024-08-07T18:00:00Z,531,133,709,999
2024-08-07T19:00:00Z,464,129,578,1348
2024-08-07T20:00:00Z,334,146,323,1428
2024-08-07T21:00:00Z,97,39,100,833
2024-08-07T22:00:00Z,47,8,40,513
2024-08-07T23:00:00Z,33,6,21,325
2024-08-08T00:00:00Z,9,8,14,161
2024-08-08T01:00:00Z,7,5,0,58
2024-08-08T02:00:00Z,4,0,0,3
2024-08-08T03:00:00Z,0,0,0,8
2024-08-08T04:00:00Z,7,0,1,3
2024-08-08T05:00:00Z,24,6,34,38
2024-08-08T06:00:00Z,77,21,139,108
2024-08-08T07:00:00Z,194,36,254,213
2024-08-08T08:00:00Z,185,68,294,254
2024-08-08T09:00:00Z,317,90,337,594
2024-08-08T10:00:00Z,608,115,458,993
2024-08-08T11:00:00Z,525,144,465,1341
2024-08-08T12:00:00Z,681,150,474,973
2024-08-08T13:00:00Z,543,116,432,1039
2024-08-08T14:00:00Z,444,109,371,1061
2024-08-08T15:00:00Z,438,106,418,1137
2024-08-08T16:00:00Z,560,101,386,1053
2024-08-08T17:00:00Z,436,105,432,1023
2024-08-08T18:00:00Z,386,67,482,835
2024-08-08T19:00:00Z,217,41,233,573
2024-08-08T20:00:00Z,120,25,98,301
2024-08-08T21:00:00Z,19,8,13,95
2024-08-08T22:00:00Z,17,2,6,84
2024-08-08T23:00:00Z,16,5,4,67
2024-08-09T00:00:00Z,13,3,9,8
2024-08-09T01:00:00Z,4,1,3,23
2024-08-09T02:00:00Z,1,2,2,6
2024-08-09T03:00:00Z,1,0,1,0
2024-08-09T04:00:00Z,2,0,1,1
2024-08-09T05:00:00Z,14,6,26,1
2024-08-09T06:00:00Z,78,18,174,13
2024-08-09T07:00:00Z,118,38,223,7
2024-08-09T08:00:00Z,154,62,310,231
2024-08-09T09:00:00Z,240,84,306,416
2024-08-09T10:00:00Z,421,94,444,709
2024-08-09T11:00:00Z,477,118,484,891
2024-08-09T12:00:00Z,557,102,462,859
2024-08-09T13:00:00Z,428,110,425,805
2024-08-09T14:00:00Z,368,113,393,817
2024-08-09T15:00:00Z,410,92,385,770
2024-08-09T16:00:00Z,360,106,381,744
2024-08-09T17:00:00Z,366,107,406,685
2024-08-09T18:00:00Z,378,108,342,722
2024-08-09T19:00:00Z,324,111,323,797
2024-08-09T20:00:00Z,246,87,167,791
2024-08-09T21:00:00Z,109,33,82,88
2024-08-09T22:00:00Z,48,22,42,145
2024-08-09T23:00:00Z,26,16,29,167
2024-08-10T00:00:00Z,11,0,3,74
2024-08-10T01:00:00Z,1,0,1,27
2024-08-10T02:00:00Z,0,0,1,28
2024-08-10T03:00:00Z,3,0,0,6
2024-08-10T04:00:00Z,3,0,1,0
2024-08-10T05:00:00Z,11,0,17,29
2024-08-10T06:00:00Z,48,0,53,65
2024-08-10T07:00:00Z,113,0,171,151
2024-08-10T08:00:00Z,241,0,328,374
2024-08-10T09:00:00Z,422,43,580,628
2024-08-10T10:00:00Z,720,62,754,1127
2024-08-10T11:00:00Z,871,70,1155,1462
2024-08-10T12:00:00Z,770,90,913,1453
2024-08-10T13:00:00Z,684,40,782,1343
2024-08-10T14:00:00Z,672,63,745,1293
2024-08-10T15:00:00Z,672,114,783,1363
2024-08-10T16:00:00Z,721,136,716,1303
2024-08-10T17:00:00Z,606,147,583,1240
2024-08-10T18:00:00Z,567,167,585,1275
2024-08-10T19:00:00Z,230,79,241,741
2024-08-10T20:00:00Z,214,54,97,878
2024-08-10T21:00:00Z,86,32,39,665
2024-08-10T22:00:00Z,52,15,37,475
2024-08-10T23:00:00Z,11,5,19,387
2024-08-11T00:00:00Z,19,2,26,220
2024-08-11T01:00:00Z,15,2,17,110
2024-08-11T02:00:00Z,5,2,4,109
2024-08-11T03:00:00Z,0,2,3,46
2024-08-11T04:00:00Z,1,3,13,17
2024-08-11T05:00:00Z,16,3,22,42
2024-08-11T06:00:00Z,57,16,83,97
2024-08-11T07:00:00Z,121,39,215,163
2024-08-11T08:00:00Z,198,83,452,458
2024-08-11T09:00:00Z,379,132,718,899
2024-08-11T10:00:00Z,686,124,1012,1087
2024-08-11T11:00:00Z,746,136,1023,1381
2024-08-11T12:00:00Z,674,124,847,1425
2024-08-11T13:00:00Z,532,119,781,1153
2024-08-11T14:00:00Z,569,121,729,1050
2024-08-11T15:00:00Z,493,124,682,1086
2024-08-11T16:00:00Z,466,92,615,1262
2024-08-11T17:00:00Z,442,98,461,974
2024-08-11T18:00:00Z,190,58,237,369
2024-08-11T19:00:00Z,72,10,109,421
2024-08-11T20:00:00Z,66,22,101,448
2024-08-11T21:00:00Z,35,10,31,395
2024-08-11T22:00:00Z,27,12,17,315
2024-08-11T23:00:00Z,23,12,14,194
2024-08-12T00:00:00Z,8,2,10,106
2024-08-12T01:00:00Z,0,0,1,61
2024-08-12T02:00:00Z,1,3,0,14
2024-08-12T03:00:00Z,11,1,6,16
2024-08-12T04:00:00Z,1,0,3,3
2024-08-12T05:00:00Z,8,5,10,25
2024-08-12T06:00:00Z,57,16,107,75
2024-08-12T07:00:00Z,100,52,240,155
2024-08-12T08:00:00Z,202,49,268,208
2024-08-12T09:00:00Z,227,66,275,351
2024-08-12T10:00:00Z,344,90,312,455
2024-08-12T11:00:00Z,458,80,406,747
2024-08-12T12:00:00Z,509,136,411,697
2024-08-12T13:00:00Z,492,89,383,746
2024-08-12T14:00:00Z,374,130,405,809
2024-08-12T15:00:00Z,311,70,233,487
2024-08-12T16:00:00Z,226,47,185,423
2024-08-12T17:00:00Z,334,66,352,537
2024-08-12T18:00:00Z,395,112,584,703
2024-08-12T19:00:00Z,344,133,465,834
2024-08-12T20:00:00Z,250,82,243,738
2024-08-12T21:00:00Z,117,24,64,506
2024-08-12T22:00:00Z,43,12,34,307
2024-08-12T23:00:00Z,35,8,16,216
2024-08-13T00:00:00Z,4,1,3,84
2024-08-13T01:00:00Z,5,1,9,49
2024-08-13T02:00:00Z,0,0,6,24
2024-08-13T03:00:00Z,0,0,0,11
2024-08-13T04:00:00Z,1,0,7,0
2024-08-13T05:00:00Z,32,3,42,29
2024-08-13T06:00:00Z,89,24,170,155
2024-08-13T07:00:00Z,152,37,266,190
2024-08-13T08:00:00Z,160,68,268,234
2024-08-13T09:00:00Z,245,82,354,441
2024-08-13T10:00:00Z,411,98,427,691
2024-08-13T11:00:00Z,575,159,535,1018
2024-08-13T12:00:00Z,746,140,562,1050
2024-08-13T13:00:00Z,481,159,476,805
2024-08-13T14:00:00Z,468,161,400,903
2024-08-13T15:00:00Z,487,130,468,835
2024-08-13T16:00:00Z,475,140,407,722
2024-08-13T17:00:00Z,529,144,561,842
2024-08-13T18:00:00Z,464,126,543,760
2024-08-13T19:00:00Z,392,150,412,1012
2024-08-13T20:00:00Z,289,92,256,986
2024-08-13T21:00:00Z,134,26,63,702
2024-08-13T22:00:00Z,55,25,36,423
2024-08-13T23:00:00Z,28,10,23,275
2024-08-14T00:00:00Z,7,7,9,160
2024-08-14T01:00:00Z,4,2,1,51
2024-08-14T02:00:00Z,0,0,0,49
2024-08-14T03:00:00Z,0,1,1,7
2024-08-14T04:00:00Z,7,0,0,0
2024-08-14T05:00:00Z,13,6,34,50
2024-08-14T06:00:00Z,86,23,158,116
2024-08-14T07:00:00Z,192,47,246,193
2024-08-14T08:00:00Z,149,60,274,201
2024-08-14T09:00:00Z,253,64,308,384
2024-08-14T10:00:00Z,439,93,444,706
2024-08-14T11:00:00Z,577,145,445,1022
2024-08-14T12:00:00Z,537,115,424,904
2024-08-14T13:00:00Z,479,89,322,622
2024-08-14T14:00:00Z,363,135,279,690
2024-08-14T15:00:00Z,424,106,270,746
2024-08-14T16:00:00Z,372,97,263,628
2024-08-14T17:00:00Z,138,44,137,324
2024-08-14T18:00:00Z,141,44,304,456
2024-08-14T19:00:00Z,181,60,280,549
2024-08-14T20:00:00Z,136,54,134,710
2024-08-14T21:00:00Z,65,18,41,542
2024-08-14T22:00:00Z,39,13,23,377
2024-08-14T23:00:00Z,23,7,17,161
2024-08-15T00:00:00Z,0,2,11,78
2024-08-15T01:00:00Z,0,0,1,68
2024-08-15T02:00:00Z,1,0,6,11
2024-08-15T03:00:00Z,0,0,1,1
2024-08-15T04:00:00Z,4,0,0,0
2024-08-15T05:00:00Z,23,3,36,31
2024-08-15T06:00:00Z,70,18,112,96
2024-08-15T07:00:00Z,141,26,218,156
2024-08-15T08:00:00Z,161,64,301,247
2024-08-15T09:00:00Z,233,82,279,382
2024-08-15T10:00:00Z,408,143,372,709
2024-08-15T11:00:00Z,591,100,447,987
2024-08-15T12:00:00Z,573,121,396,819
2024-08-15T13:00:00Z,424,170,347,819
2024-08-15T14:00:00Z,339,84,335,674
2024-08-15T15:00:00Z,414,101,307,717
2024-08-15T16:00:00Z,364,94,309,708
2024-08-15T17:00:00Z,451,130,355,632
2024-08-15T18:00:00Z,371,150,382,690
2024-08-15T19:00:00Z,400,110,316,745
2024-08-15T20:00:00Z,200,87,201,781
2024-08-15T21:00:00Z,81,31,56,664
2024-08-15T22:00:00Z,49,17,21,413
2024-08-15T23:00:00Z,45,7,13,316
2024-08-16T00:00:00Z,19,1,6,137
2024-08-16T01:00:00Z,15,3,1,57
2024-08-16T02:00:00Z,1,8,0,40
2024-08-16T03:00:00Z,0,0,0,24
2024-08-16T04:00:00Z,7,0,0,4
2024-08-16T05:00:00Z,19,6,27,37
2024-08-16T06:00:00Z,97,15,152,142
2024-08-16T07:00:00Z,104,43,220,164
2024-08-16T08:00:00Z,172,53,295,234
2024-08-16T09:00:00Z,271,76,280,300
2024-08-16T10:00:00Z,388,102,378,661
2024-08-16T11:00:00Z,493,156,426,886
2024-08-16T12:00:00Z,656,112,366,822
2024-08-16T13:00:00Z,396,100,347,909
2024-08-16T14:00:00Z,319,82,302,805
2024-08-16T15:00:00Z,378,85,375,742
2024-08-16T16:00:00Z,359,80,379,623
2024-08-16T17:00:00Z,410,95,351,714
2024-08-16T18:00:00Z,313,89,316,780
2024-08-16T19:00:00Z,289,82,343,946
2024-08-16T20:00:00Z,258,101,143,915
2024-08-16T21:00:00Z,110,21,86,787
2024-08-16T22:00:00Z,48,34,39,745
2024-08-16T23:00:00Z,27,10,27,470
2024-08-17T00:00:00Z,25,3,30,189
2024-08-17T01:00:00Z,9,0,26,81
2024-08-17T02:00:00Z,0,2,6,71
2024-08-17T03:00:00Z,9,0,0,36
2024-08-17T04:00:00Z,3,0,3,23
2024-08-17T05:00:00Z,7,7,17,17
2024-08-17T06:00:00Z,48,10,79,62
2024-08-17T07:00:00Z,92,38,202,167
2024-08-17T08:00:00Z,197,72,375,377
2024-08-17T09:00:00Z,351,109,538,554
2024-08-17T10:00:00Z,549,153,701,873
2024-08-17T11:00:00Z,648,131,882,1167
2024-08-17T12:00:00Z,616,158,563,1120
2024-08-17T13:00:00Z,438,106,422,870
2024-08-17T14:00:00Z,398,95,388,933
2024-08-17T15:00:00Z,481,107,494,1166
2024-08-17T16:00:00Z,495,136,444,1066
2024-08-17T17:00:00Z,379,138,362,1001
2024-08-17T18:00:00Z,283,84,263,824
2024-08-17T19:00:00Z,210,79,162,765
2024-08-17T20:00:00Z,157,53,110,820
2024-08-17T21:00:00Z,68,30,51,682
2024-08-17T22:00:00Z,28,9,21,437
2024-08-17T23:00:00Z,25,7,23,343
2024-08-18T00:00:00Z,7,2,3,120
2024-08-18T01:00:00Z,0,0,0,92
2024-08-18T02:00:00Z,7,0,4,30
2024-08-18T03:00:00Z,1,1,3,11
2024-08-18T04:00:00Z,1,0,11,0
2024-08-18T05:00:00Z,9,6,20,10
2024-08-18T06:00:00Z,31,17,87,63
2024-08-18T07:00:00Z,112,29,205,171
2024-08-18T08:00:00Z,182,64,399,411
2024-08-18T09:00:00Z,383,113,567,603
2024-08-18T10:00:00Z,537,141,816,947
2024-08-18T11:00:00Z,580,153,773,1278
2024-08-18T12:00:00Z,501,140,703,1230
2024-08-18T13:00:00Z,529,155,594,1007
2024-08-18T14:00:00Z,513,164,709,1088
2024-08-18T15:00:00Z,491,171,684,1197
2024-08-18T16:00:00Z,508,164,611,1200
2024-08-18T17:00:00Z,431,158,546,1087
2024-08-18T18:00:00Z,370,158,412,1069
2024-08-18T19:00:00Z,270,122,319,962
2024-08-18T20:00:00Z,168,61,150,985
2024-08-18T21:00:00Z,80,20,64,618
2024-08-18T22:00:00Z,55,10,33,431
2024-08-18T23:00:00Z,32,28,16,199
2024-08-19T00:00:00Z,9,4,13,103
2024-08-19T01:00:00Z,1,1,7,24
2024-08-19T02:00:00Z,1,1,2,16
2024-08-19T03:00:00Z,4,1,7,18
2024-08-19T04:00:00Z,2,1,4,1
2024-08-19T05:00:00Z,11,7,19,6
2024-08-19T06:00:00Z,70,18,112,62
2024-08-19T07:00:00Z,121,43,238,101
2024-08-19T08:00:00Z,186,61,281,253
2024-08-19T09:00:00Z,242,68,297,177
2024-08-19T10:00:00Z,333,89,340,257
2024-08-19T11:00:00Z,445,100,411,164
2024-08-19T12:00:00Z,523,113,394,890
2024-08-19T13:00:00Z,451,110,362,796
2024-08-19T14:00:00Z,340,111,320,782
2024-08-19T15:00:00Z,252,72,233,779
2024-08-19T16:00:00Z,245,60,257,692
2024-08-19T17:00:00Z,277,66,324,743
2024-08-19T18:00:00Z,294,84,474,774
2024-08-19T19:00:00Z,289,89,393,798
2024-08-19T20:00:00Z,176,55,171,170
2024-08-19T21:00:00Z,96,15,53,222
2024-08-19T22:00:00Z,35,10,25,105
2024-08-19T23:00:00Z,26,4,13,26
2024-08-20T00:00:00Z,1,1,3,15
2024-08-20T01:00:00Z,0,2,1,0
2024-08-20T02:00:00Z,0,0,0,9
2024-08-20T03:00:00Z,1,0,0,1
2024-08-20T04:00:00Z,0,0,1,0
2024-08-20T05:00:00Z,5,6,27,13
2024-08-20T06:00:00Z,73,15,150,105
2024-08-20T07:00:00Z,124,47,268,204
2024-08-20T08:00:00Z,138,53,245,179
2024-08-20T09:00:00Z,229,56,288,300
2024-08-20T10:00:00Z,460,105,437,841
2024-08-20T11:00:00Z,626,128,494,964
2024-08-20T12:00:00Z,669,93,480,1108
2024-08-20T13:00:00Z,504,101,403,880
2024-08-20T14:00:00Z,400,106,318,820
2024-08-20T15:00:00Z,379,72,375,674
2024-08-20T16:00:00Z,398,95,421,716
2024-08-20T17:00:00Z,428,87,508,632
2024-08-20T18:00:00Z,366,105,521,565
2024-08-20T19:00:00Z,136,30,355,354
2024-08-20T20:00:00Z,70,8,64,189
2024-08-20T21:00:00Z,27,13,23,237
2024-08-20T22:00:00Z,19,3,23,145
2024-08-20T23:00:00Z,4,5,26,123
2024-08-21T00:00:00Z,7,3,7,65
2024-08-21T01:00:00Z,2,1,3,26
2024-08-21T02:00:00Z,0,0,0,10
2024-08-21T03:00:00Z,0,1,1,0
2024-08-21T04:00:00Z,3,0,0,0
2024-08-21T05:00:00Z,16,7,30,4
2024-08-21T06:00:00Z,77,25,157,10
2024-08-21T07:00:00Z,160,52,250,51
2024-08-21T08:00:00Z,159,60,286,225
2024-08-21T09:00:00Z,258,66,307,370
2024-08-21T10:00:00Z,415,75,417,621
2024-08-21T11:00:00Z,526,130,489,735
