Time,Site 1,Site 2,Site 3,Site 4
2024-09-15T17:00:00Z,508,98,482,524
2024-09-15T18:00:00Z,446,118,387,665
2024-09-15T19:00:00Z,319,103,338,934
2024-09-15T20:00:00Z,126,36,229,717
2024-09-15T21:00:00Z,68,14,91,485
2024-09-15T22:00:00Z,19,17,34,244
2024-09-15T23:00:00Z,9,10,19,200
2024-09-16T00:00:00Z,8,7,7,105
2024-09-16T01:00:00Z,7,0,6,30
2024-09-16T02:00:00Z,0,2,4,18
2024-09-16T03:00:00Z,0,0,3,8
2024-09-16T04:00:00Z,0,0,4,9
2024-09-16T05:00:00Z,13,5,19,11
2024-09-16T06:00:00Z,76,23,90,120
2024-09-16T07:00:00Z,144,44,173,156
2024-09-16T08:00:00Z,158,80,239,253
2024-09-16T09:00:00Z,223,101,294,352
2024-09-16T10:00:00Z,279,92,378,572
2024-09-16T11:00:00Z,348,104,435,695
2024-09-16T12:00:00Z,456,101,416,622
2024-09-16T13:00:00Z,310,125,365,576
2024-09-16T14:00:00Z,243,100,349,501
2024-09-16T15:00:00Z,258,109,318,459
2024-09-16T16:00:00Z,319,101,292,458
2024-09-16T17:00:00Z,340,117,340,559
2024-09-16T18:00:00Z,352,128,383,599
2024-09-16T19:00:00Z,359,103,320,666
2024-09-16T20:00:00Z,112,51,174,523
2024-09-16T21:00:00Z,65,18,70,366
2024-09-16T22:00:00Z,21,10,26,222
2024-09-16T23:00:00Z,36,7,10,166
2024-09-17T00:00:00Z,15,2,7,65
2024-09-17T01:00:00Z,12,5,3,28
2024-09-17T02:00:00Z,4,1,1,30
2024-09-17T03:00:00Z,1,0,0,3
2024-09-17T04:00:00Z,0,3,4,1
2024-09-17T05:00:00Z,24,1,34,16
2024-09-17T06:00:00Z,106,16,150,126
2024-09-17T07:00:00Z,162,80,235,143
2024-09-17T08:00:00Z,203,67,256,162
2024-09-17T09:00:00Z,211,94,269,267
2024-09-17T10:00:00Z,317,112,341,603
2024-09-17T11:00:00Z,340,132,392,576
2024-09-17T12:00:00Z,434,105,400,516
2024-09-17T13:00:00Z,271,116,319,481
2024-09-17T14:00:00Z,253,104,293,539
2024-09-17T15:00:00Z,257,114,306,492
2024-09-17T16:00:00Z,281,132,296,554
2024-09-17T17:00:00Z,375,145,385,489
2024-09-17T18:00:00Z,508,176,445,707
2024-09-17T19:00:00Z,362,115,363,817
2024-09-17T20:00:00Z,148,39,187,535
2024-09-17T21:00:00Z,106,28,79,461
2024-09-17T22:00:00Z,70,22,29,373
2024-09-17T23:00:00Z,68,5,13,214
2024-09-18T00:00:00Z,21,10,16,88
2024-09-18T01:00:00Z,11,0,4,30
2024-09-18T02:00:00Z,3,6,3,16
2024-09-18T03:00:00Z,0,0,1,16
2024-09-18T04:00:00Z,0,0,0,1
2024-09-18T05:00:00Z,7,3,27,9
2024-09-18T06:00:00Z,110,30,137,116
2024-09-18T07:00:00Z,176,45,292,202
2024-09-18T08:00:00Z,169,63,374,174
2024-09-18T09:00:00Z,269,70,290,450
2024-09-18T10:00:00Z,285,75,411,738
2024-09-18T11:00:00Z,282,95,326,777
2024-09-18T12:00:00Z,508,136,424,582
2024-09-18T13:00:00Z,257,90,319,470
2024-09-18T14:00:00Z,262,177,249,592
2024-09-18T15:00:00Z,307,87,325,505
2024-09-18T16:00:00Z,347,92,343,495
2024-09-18T17:00:00Z,305,136,414,523
2024-09-18T18:00:00Z,339,122,579,616
2024-09-18T19:00:00Z,261,93,295,595
2024-09-18T20:00:00Z,104,13,83,454
2024-09-18T21:00:00Z,52,16,51,272
2024-09-18T22:00:00Z,16,6,36,275
2024-09-18T23:00:00Z,24,1,10,122
2024-09-19T00:00:00Z,7,3,9,63
2024-09-19T01:00:00Z,5,0,3,33
2024-09-19T02:00:00Z,0,0,0,4
2024-09-19T03:00:00Z,0,0,1,7
2024-09-19T04:00:00Z,0,0,0,0
2024-09-19T05:00:00Z,5,6,13,4
2024-09-19T06:00:00Z,114,18,128,88
2024-09-19T07:00:00Z,146,64,235,166
2024-09-19T08:00:00Z,184,86,302,234
2024-09-19T09:00:00Z,198,78,309,227
2024-09-19T10:00:00Z,295,97,385,720
2024-09-19T11:00:00Z,314,78,335,702
2024-09-19T12:00:00Z,492,106,390,682
2024-09-19T13:00:00Z,325,85,273,452
2024-09-19T14:00:00Z,249,64,238,620
2024-09-19T15:00:00Z,261,110,266,572
2024-09-19T16:00:00Z,295,87,316,575
2024-09-19T17:00:00Z,383,95,402,491
2024-09-19T18:00:00Z,326,101,529,475
2024-09-19T19:00:00Z,206,76,341,537
2024-09-19T20:00:00Z,70,23,74,343
2024-09-19T21:00:00Z,43,9,41,209
2024-09-19T22:00:00Z,31,5,33,178
2024-09-19T23:00:00Z,19,1,6,115
2024-09-20T00:00:00Z,16,0,1,37
2024-09-20T01:00:00Z,4,1,7,23
2024-09-20T02:00:00Z,0,0,3,8
2024-09-20T03:00:00Z,4,0,1,1
2024-09-20T04:00:00Z,3,1,0,1
2024-09-20T05:00:00Z,12,3,20,9
2024-09-20T06:00:00Z,92,9,152,114
2024-09-20T07:00:00Z,140,26,212,144
2024-09-20T08:00:00Z,146,89,278,190
2024-09-20T09:00:00Z,257,63,316,579
2024-09-20T10:00:00Z,360,63,395,572
2024-09-20T11:00:00Z,372,117,389,681
2024-09-20T12:00:00Z,456,99,425,723
2024-09-20T13:00:00Z,378,97,379,686
2024-09-20T14:00:00Z,303,84,416,736
2024-09-20T15:00:00Z,376,131,454,881
2024-09-20T16:00:00Z,366,124,461,627
2024-09-20T17:00:00Z,450,122,521,708
2024-09-20T18:00:00Z,382,123,555,848
2024-09-20T19:00:00Z,281,95,354,749
2024-09-20T20:00:00Z,82,34,93,437
2024-09-20T21:00:00Z,68,22,46,366
2024-09-20T22:00:00Z,65,10,40,412
2024-09-20T23:00:00Z,39,3,16,321
2024-09-21T00:00:00Z,21,3,26,168
2024-09-21T01:00:00Z,13,8,21,89
2024-09-21T02:00:00Z,13,3,27,70
2024-09-21T03:00:00Z,4,0,7,10
2024-09-21T04:00:00Z,1,0,6,9
2024-09-21T05:00:00Z,19,0,10,8
2024-09-21T06:00:00Z,94,14,75,94
2024-09-21T07:00:00Z,138,40,226,160
2024-09-21T08:00:00Z,223,72,311,302
2024-09-21T09:00:00Z,346,150,624,589
2024-09-21T10:00:00Z,507,162,794,930
2024-09-21T11:00:00Z,517,131,1109,1130
2024-09-21T12:00:00Z,531,124,820,1011
2024-09-21T13:00:00Z,463,141,732,1159
2024-09-21T14:00:00Z,549,114,809,1092
2024-09-21T15:00:00Z,576,100,777,1452
2024-09-21T16:00:00Z,646,110,644,1175
2024-09-21T17:00:00Z,426,108,600,1341
2024-09-21T18:00:00Z,475,106,583,1245
2024-09-21T19:00:00Z,334,97,208,1109
2024-09-21T20:00:00Z,94,44,61,611
2024-09-21T21:00:00Z,73,39,49,625
2024-09-21T22:00:00Z,39,8,26,418
2024-09-21T23:00:00Z,35,10,9,227
2024-09-22T00:00:00Z,15,8,10,148
2024-09-22T01:00:00Z,1,1,13,96
2024-09-22T02:00:00Z,7,0,14,27
2024-09-22T03:00:00Z,0,0,1,16
2024-09-22T04:00:00Z,1,0,7,7
2024-09-22T05:00:00Z,9,0,14,1
2024-09-22T06:00:00Z,78,9,63,89
2024-09-22T07:00:00Z,133,30,153,155
2024-09-22T08:00:00Z,172,68,308,286
2024-09-22T09:00:00Z,309,117,530,647
2024-09-22T10:00:00Z,523,116,673,878
2024-09-22T11:00:00Z,610,136,906,1128
2024-09-22T12:00:00Z,571,167,803,1111
2024-09-22T13:00:00Z,592,119,729,1070
2024-09-22T14:00:00Z,604,121,806,1113
2024-09-22T15:00:00Z,471,124,886,1243
2024-09-22T16:00:00Z,399,92,778,1339
2024-09-22T17:00:00Z,517,98,670,1194
2024-09-22T18:00:00Z,463,151,532,1182
2024-09-22T19:00:00Z,253,87,264,814
2024-09-22T20:00:00Z,82,14,67,419
2024-09-22T21:00:00Z,49,18,37,354
2024-09-22T22:00:00Z,13,7,19,207
2024-09-22T23:00:00Z,11,1,14,114
2024-09-23T00:00:00Z,5,6,4,54
2024-09-23T01:00:00Z,3,0,0,30
2024-09-23T02:00:00Z,0,3,0,14
2024-09-23T03:00:00Z,0,0,3,3
2024-09-23T04:00:00Z,0,0,0,1
2024-09-23T05:00:00Z,9,1,17,10
2024-09-23T06:00:00Z,57,13,109,90
2024-09-23T07:00:00Z,93,39,175,180
2024-09-23T08:00:00Z,124,53,225,253
2024-09-23T09:00:00Z,98,43,159,295
2024-09-23T10:00:00Z,88,28,87,246
2024-09-23T11:00:00Z,132,40,89,324
2024-09-23T12:00:00Z,74,18,73,890
2024-09-23T13:00:00Z,86,7,47,171
2024-09-23T14:00:00Z,76,30,79,343
2024-09-23T15:00:00Z,117,38,132,280
2024-09-23T16:00:00Z,176,45,196,378
2024-09-23T17:00:00Z,206,49,325,308
2024-09-23T18:00:00Z,186,57,334,347
2024-09-23T19:00:00Z,77,40,154,261
2024-09-23T20:00:00Z,61,12,46,224
2024-09-23T21:00:00Z,37,9,21,177
2024-09-23T22:00:00Z,4,5,10,213
2024-09-23T23:00:00Z,11,8,13,110
2024-09-24T00:00:00Z,15,1,1,40
2024-09-24T01:00:00Z,15,0,4,21
2024-09-24T02:00:00Z,0,0,1,13
2024-09-24T03:00:00Z,0,0,4,1
2024-09-24T04:00:00Z,0,0,1,3
2024-09-24T05:00:00Z,11,3,23,6
2024-09-24T06:00:00Z,98,14,175,137
2024-09-24T07:00:00Z,142,63,272,194
2024-09-24T08:00:00Z,144,84,265,237
2024-09-24T09:00:00Z,231,86,307,317
2024-09-24T10:00:00Z,383,100,481,609
2024-09-24T11:00:00Z,448,126,409,907
2024-09-24T12:00:00Z,589,139,612,842
2024-09-24T13:00:00Z,448,133,426,659
2024-09-24T14:00:00Z,323,104,425,647
2024-09-24T15:00:00Z,489,129,415,712
2024-09-24T16:00:00Z,403,146,471,628
2024-09-24T17:00:00Z,378,136,518,548
2024-09-24T18:00:00Z,366,154,524,680
2024-09-24T19:00:00Z,317,49,265,415
2024-09-24T20:00:00Z,76,10,71,230
2024-09-24T21:00:00Z,31,8,44,221
2024-09-24T22:00:00Z,36,6,26,193
2024-09-24T23:00:00Z,15,0,19,94
2024-09-25T00:00:00Z,8,1,13,34
2024-09-25T01:00:00Z,1,0,6,7
2024-09-25T02:00:00Z,0,0,1,0
2024-09-25T03:00:00Z,1,0,1,0
2024-09-25T04:00:00Z,1,0,0,0
2024-09-25T05:00:00Z,3,2,16,10
2024-09-25T06:00:00Z,33,8,70,53
2024-09-25T07:00:00Z,60,25,114,72
2024-09-25T08:00:00Z,97,55,127,225
2024-09-25T09:00:00Z,77,37,150,370
2024-09-25T10:00:00Z,144,37,203,352
2024-09-25T11:00:00Z,156,56,149,419
2024-09-25T12:00:00Z,265,49,213,505
2024-09-25T13:00:00Z,263,28,177,481
2024-09-25T14:00:00Z,197,40,198,430
2024-09-25T15:00:00Z,181,47,147,478
2024-09-25T16:00:00Z,149,60,223,389
2024-09-25T17:00:00Z,200,40,316,289
2024-09-25T18:00:00Z,157,28,285,270
2024-09-25T19:00:00Z,92,22,143,187
2024-09-25T20:00:00Z,21,7,36,659
2024-09-25T21:00:00Z,15,8,34,75
2024-09-25T22:00:00Z,5,3,19,21
2024-09-25T23:00:00Z,0,0,0,3
2024-09-26T00:00:00Z,0,0,0,3
2024-09-26T01:00:00Z,1,0,4,0
2024-09-26T02:00:00Z,0,0,0,0
2024-09-26T03:00:00Z,0,0,0,0
2024-09-26T04:00:00Z,0,0,1,0
2024-09-26T05:00:00Z,0,1,4,0
2024-09-26T06:00:00Z,27,9,26,20
2024-09-26T07:00:00Z,64,14,100,75
2024-09-26T08:00:00Z,37,32,143,234
2024-09-26T09:00:00Z,25,20,116,374
2024-09-26T10:00:00Z,20,6,93,657
2024-09-26T11:00:00Z,33,128,72,777
2024-09-26T12:00:00Z,157,92,777,171
2024-09-26T13:00:00Z,188,68,213,458
2024-09-26T14:00:00Z,259,90,510,485
2024-09-26T15:00:00Z,198,138,362,647
2024-09-26T16:00:00Z,156,104,424,619
2024-09-26T17:00:00Z,211,118,532,661
2024-09-26T18:00:00Z,238,95,502,664
2024-09-26T19:00:00Z,170,72,220,586
2024-09-26T20:00:00Z,65,13,53,292
2024-09-26T21:00:00Z,29,6,39,214
2024-09-26T22:00:00Z,33,1,20,202
2024-09-26T23:00:00Z,23,5,19,85
2024-09-27T00:00:00Z,7,2,1,46
2024-09-27T01:00:00Z,3,0,6,16
2024-09-27T02:00:00Z,1,2,4,15
2024-09-27T03:00:00Z,0,0,1,6
2024-09-27T04:00:00Z,1,0,0,6
2024-09-27T05:00:00Z,5,6,34,19
2024-09-27T06:00:00Z,96,17,176,139
2024-09-27T07:00:00Z,133,37,205,164
2024-09-27T08:00:00Z,166,70,278,192
2024-09-27T09:00:00Z,294,104,340,486
2024-09-27T10:00:00Z,451,76,500,545
2024-09-27T11:00:00Z,475,83,481,827
2024-09-27T12:00:00Z,442,110,478,835
2024-09-27T13:00:00Z,382,133,342,919
2024-09-27T14:00:00Z,379,108,406,962
2024-09-27T15:00:00Z,411,133,481,715
2024-09-27T16:00:00Z,430,113,484,845
2024-09-27T17:00:00Z,410,135,569,621
2024-09-27T18:00:00Z,423,146,483,674
2024-09-27T19:00:00Z,184,68,188,504
2024-09-27T20:00:00Z,70,41,57,385
2024-09-27T21:00:00Z,43,7,34,382
2024-09-27T22:00:00Z,41,6,20,348
2024-09-27T23:00:00Z,40,6,13,283
2024-09-28T00:00:00Z,11,3,10,147
2024-09-28T01:00:00Z,17,5,4,51
2024-09-28T02:00:00Z,4,0,6,36
2024-09-28T03:00:00Z,7,0,3,7
2024-09-28T04:00:00Z,0,0,1,3
2024-09-28T05:00:00Z,7,2,6,3
2024-09-28T06:00:00Z,53,7,53,81
2024-09-28T07:00:00Z,105,36,170,144
2024-09-28T08:00:00Z,133,70,306,252
2024-09-28T09:00:00Z,197,106,510,416
2024-09-28T10:00:00Z,391,133,766,862
2024-09-28T11:00:00Z,569,131,843,1262
2024-09-28T12:00:00Z,665,124,927,1334
2024-09-28T13:00:00Z,560,115,881,1233
2024-09-28T14:00:00Z,592,114,1190,1425
2024-09-28T15:00:00Z,591,100,965,1536
2024-09-28T16:00:00Z,584,110,825,1442
2024-09-28T17:00:00Z,589,108,689,1256
2024-09-28T18:00:00Z,520,106,484,1153
2024-09-28T19:00:00Z,279,123,161,960
2024-09-28T20:00:00Z,86,22,63,687
2024-09-28T21:00:00Z,37,12,39,569
2024-09-28T22:00:00Z,35,9,24,427
2024-09-28T23:00:00Z,37,3,16,247
2024-09-29T00:00:00Z,15,1,13,156
2024-09-29T01:00:00Z,15,2,3,78
2024-09-29T02:00:00Z,12,0,0,38
2024-09-29T03:00:00Z,8,0,0,13
2024-09-29T04:00:00Z,5,2,0,16
2024-09-29T05:00:00Z,5,1,6,13
2024-09-29T06:00:00Z,63,14,60,81
2024-09-29T07:00:00Z,105,26,172,181
2024-09-29T08:00:00Z,129,54,318,286
2024-09-29T09:00:00Z,211,82,519,446
2024-09-29T10:00:00Z,363,123,708,579
2024-09-29T11:00:00Z,444,163,796,945
2024-09-29T12:00:00Z,467,161,817,1099
2024-09-29T13:00:00Z,448,119,872,1258
2024-09-29T14:00:00Z,621,121,985,1608
2024-09-29T15:00:00Z,595,124,1027,1279
2024-09-29T16:00:00Z,553,92,1009,1324
2024-09-29T17:00:00Z,529,98,796,1288
2024-09-29T18:00:00Z,439,118,614,1277
2024-09-29T19:00:00Z,261,92,195,832
2024-09-29T20:00:00Z,65,31,54,430
2024-09-29T21:00:00Z,60,16,17,340
2024-09-29T22:00:00Z,21,3,26,220
2024-09-29T23:00:00Z,27,5,7,127
2024-09-30T00:00:00Z,9,7,3,84
2024-09-30T01:00:00Z,8,3,1,23
2024-09-30T02:00:00Z,5,2,3,17
2024-09-30T03:00:00Z,3,0,4,4
2024-09-30T04:00:00Z,1,0,0,7
2024-09-30T05:00:00Z,8,6,20,16
2024-09-30T06:00:00Z,68,15,95,115
2024-09-30T07:00:00Z,104,43,169,173
2024-09-30T08:00:00Z,138,72,268,201
2024-09-30T09:00:00Z,194,84,361,429
2024-09-30T10:00:00Z,298,79,443,574
2024-09-30T11:00:00Z,439,77,562,899
2024-09-30T12:00:00Z,435,123,616,741
2024-09-30T13:00:00Z,459,126,565,726
2024-09-30T14:00:00Z,351,146,604,794
2024-09-30T15:00:00Z,348,163,543,899
2024-09-30T16:00:00Z,372,135,522,644
2024-09-30T17:00:00Z,467,137,610,707
2024-09-30T18:00:00Z,368,128,648,772
2024-09-30T19:00:00Z,180,75,211,523
2024-09-30T20:00:00Z,57,13,50,284
2024-09-30T21:00:00Z,32,7,11,207
2024-09-30T22:00:00Z,27,5,13,158
2024-09-30T23:00:00Z,8,2,10,83
